listing_no,title,price,location,street_address,erf_size,property_type,list_date,description,listing_url,scraped_at
117039633,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-upper-hill-117039633,2026-04-09 23:01:20 UTC
113962467,Vacant Land / Plot for Sale in Karen,KSh 45 000 000,"Karen Karen, Karen, Nairobi","Karen Karen, Karen",0.5 acres,Vacant Land / Plot,07 February 2024,HALF AN ACRE FOR SALE IN KAREN – NAIROBI Half an acre for sale in Karen with close proximity to the Waterfront Shopping Mall & Karen Shopping Centre Asking price kes 45M,https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-113962467,2026-04-09 23:01:25 UTC
117040000,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-parklands-117040000,2026-04-09 23:01:26 UTC
116443237,Vacant Land / Plot for Sale in Vipingo,KSh 8 500 000,"5r6f+f4 Kikambala, Vipingo, Kilifi","5R6F+F4 Kikambala, Vipingo",81 m²,Vacant Land / Plot,17 September 2025,Welcome to vipingo vacant beach front plots on sale neighbors vipingo beach on the boundary. Subdivision is from half an acre plot fronting ocean and quarter plots towards the termac road to utalii college Wich is one and half kilometers away. It's ideal place for residential homes and villas,https://www.property24.co.ke/vacant-land-plot-for-sale-in-vipingo-116443237,2026-04-09 23:01:34 UTC
112361968,Vacant Land / Plot for Sale in Malindi,KSh 1 800 000,"P4jg+rwf Malindi, Malindi, Malindi","P4JG+RWF Malindi, Malindi",0.12 acres,Vacant Land / Plot,24 February 2023,"Description Location: Malindi Property Location: Malindi, Mombasa. Plot Size: 50 by 100 (1/8th Acre) Development: 2 Minutes’ walk to the beach. Title Type: Ready title deed. Additional Info • Deposit Ksh 300,000/- & get a free return flight to Malindi. • Balance payable up to 6 months. • Title Available. • Price:Ksh1,800,000 • Property Size:50 by 100 • Land Area:50 by 100 • Property Type: Commercial • Property Status: For Sale",https://www.property24.co.ke/vacant-land-plot-for-sale-in-malindi-112361968,2026-04-09 23:01:43 UTC
116941432,Vacant Land / Plot for Sale in Kamakis,KSh 1 950 000,"Rx7v+wxh, Eastern Bypass, Nairobi, Kamakis, Ruiru","RX7V+WXH, Eastern Bypass, Nairobi, Kamakis",464 m²,Vacant Land / Plot,19 February 2026,"50x100 Residential Plots for Sale in Ruiru Kamakis – Kiratina Area | KSh 1,950,000 Secure a prime 50 by 100 SqFt residential plot in the fast-rising Kiratina area of Ruiru Kamakis, approximately 4.5KM off the Eastern Bypass. Ready title deed available for smooth and secure ownership transfer Fully fenced project with clearly marked boundaries for added security Well-compacted and graded murram roads providing reliable all-weather access Ongoing tarmac upgrades in the surrounding area enhancing future property value Water and electricity readily available within the project Located in a developed and fast-growing residential neighbourhood Ideal for immediate construction of your dream home or rental units ?? Call/WhatsApp 0740 888 000 to book a site visit.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kamakis-116941432,2026-04-09 23:02:01 UTC
116719707,Vacant Land / Plot for Sale in Ogango,KSh 6 000 000,"Kisumu, Ogango",,0.5 acres,Vacant Land / Plot,05 December 2025,"Available for sale is this 0.19-hectare (approximately 0.5acres) residential development plot in Kisumu Kasule/Ogango, offering a prime opportunity for high-rise residential apartment development. Its strategic location about 5.5 Km from Kisumu City Centre and barely 450m off Kibos road, coupled with Kisumu's robust economic growth, positive demographics, and ongoing infrastructure development, creates a favorable environment for attractive rental yields and capital appreciation. Freehold title deed ready for transfer to the next owner.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-ogango-116719707,2026-04-09 23:02:06 UTC
110504083,Vacant Land / Plot for Sale in Karen,KSh 330 000 000,"Dagoretti Rd Nairobi, Karen, Nairobi","Dagoretti Rd Nairobi, Karen",6 acres,Vacant Land / Plot,05 October 2021,"Special offer price - Kshs. 55million per acre. Suitable for high end residential estate, school, Hospital, commercial centre or other private projects. Flat Red Soil. Selling as one lot.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-110504083,2026-04-09 23:02:07 UTC
112861115,Vacant Land / Plot for Sale in Juja,KSh 3 199 000,"Juja Kiambu County, Juja, Juja","Juja Kiambu County, Juja",0.12 acres,Vacant Land / Plot,04 July 2023,"- Ready to build plots strategically located only 25 mins drive from Nairobi CBD and 2 km from the Thika Superhighway. The project is accessible through private and public means. - This is a ready-to-build project with standout features such state-of-the-art estate gate with a gatehouse, stone wall perimeter fence, street lights, well-graded access roads and piped water. - Its near to amenities such as Juja City Mall, educational institutions(Corner Brook Schoo), hospitals(Kalimoni Mission Hospital) and many recreational facilities. --Price covers Title Deed, Stamp duty Transfer Charges and Legal fees. -Site visit everyday.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-juja-112861115,2026-04-09 23:02:17 UTC
116704065,Vacant Land / Plot for Sale in Ngong,KSh 1 700 000,"Ngong, Ngong",,450 m²,Vacant Land / Plot,01 December 2025,1/8 Acre Lower matasia 2km from ngong- kiserian road Beacons available 1.7M Contact-0702225544,https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-116704065,2026-04-09 23:02:35 UTC
116704076,Vacant Land / Plot for Sale in Ngong,KSh 1 700 000,"Ngong, Ngong",,450 m²,Vacant Land / Plot,01 December 2025,1/8 Acre Lower matasia 2km from ngong- kiserian road Beacons available 1.7M Contact-0702225544,https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-116704076,2026-04-09 23:02:38 UTC
114180567,Vacant Land / Plot for Sale in Mamboleo,KSh 470 000,"Mamboleo Market East Kisumu, Mamboleo, Kisumu","Mamboleo Market East Kisumu, Mamboleo",0.12 acres,Vacant Land / Plot,22 March 2024,"-Prime Residential plots for sale in Kisumu City( Gated community concept) -Ready to build plots at Kibos along the Mamboleo-Miwani Road, Just 15 minute's drive from Kisumu city and the Airport. - Kibos Police station, Great Lakes University of Kisumu(GLUK) and Makini Schools are nearby. - It comes with a > Perimeter Fence with Concrete Poles > Murramed Roads. >Elegant Estate Gate >Electricity in the neighbourhood > Borehole water -Price covers Title Deed, Stamp duty Transfer Charges and Legal fees.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-mamboleo-114180567,2026-04-09 23:02:39 UTC
115658588,Vacant Land / Plot for Sale in Kitengela,KSh 47 000 000,"Old Namanga Rd Kitengela, Kitengela, Kajiado","Old Namanga Rd Kitengela, Kitengela",10 acres,Vacant Land / Plot,02 March 2025,10 ACRES ON SALE IN KITENGELA RESERVE ABOUT 8 KM FROM KITENGELA TOWN Selling 10 Acres of Land in Kitengela Reserve. This is a well drained gentle land that is suitable for developing a gated community estate or a Resort. On one side is an estate and on the other side are hotel developments. Price is Kshs 4.7 million per acre totaling Kshs 47 million Asking.,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitengela-115658588,2026-04-09 23:02:39 UTC
117034363,Vacant Land / Plot for Sale in Westlands,KSh 500 000 000,"Nairobi, Westlands",,1 acres,Vacant Land / Plot,17 March 2026,"This exceptional 1-acre piece of land is strategically located in Westlands along the prestigious General Mathenge Drive, offering unparalleled convenience and accessibility. This flat-topped parcel is just a short walk from Westgate Mall, making it an ideal spot for residential or commercial development. With the potential for high-rise apartments, this property promises stunning views of the lush Karura Forest from its upper floors, enhancing the living experience for future residents. The surrounding area boasts a vibrant community and a wealth of amenities, including shopping, dining, and recreational opportunities. This prime location is competitively priced at Kshs 500 million, providing an excellent investment opportunity in one of Nairobi's most desirable neighborhoods. Don’t miss your chance to develop in this thriving area! Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-westlands-117034363,2026-04-09 23:02:54 UTC
111302607,Vacant Land / Plot for Sale in Sobea,KSh 850 000,"Sobea Nakuru County, Sobea, Nakuru","Sobea Nakuru County, Sobea",0.12 acres,Vacant Land / Plot,27 May 2022,"Serviced 50 by 100 plots Located in Sobea Centre next to Ngata Estate touching a tarmac road off Nakuru – Eldoret Highway, these plots are selling quickly with Phase I , II & III sold out now selling phase IV. They are 15 minutes drive from Nakuru City. *They are well-planned plots with: 1.Borehole Water. 2.Trees Cover inside the Estate. 3.Concrete Poles Perimeter Fence. 4.Murramed Roads. 5.Elegant Estate Gate. 6. Electricity on Site *The price is all-inclusive i.e. legal fees, stamp duty and title transfer fees with no hidden charges. *The plots have a flexible payment plan of upto 12 months and also a cash offers.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-sobea-111302607,2026-04-09 23:03:08 UTC
111384660,Vacant Land / Plot for Sale in Ngong,KSh 795 000,"Kimuka Trading Center Karen, Ngong, Ngong","Kimuka Trading Center Karen, Ngong",0.12 acres,Vacant Land / Plot,20 June 2022,"The plots are located 15 minutes’ drive from Kimuka Centre and near Kajiado West Technical and Vocational Institute. Developed with a gated community concept thus ideal for residential development coming with a Gate, Graded Roads, Perimeter Fence & well Beaconed. Ready Title Deeds and price is all inclusive of the Title Deed, Legal Fees and Stamp Duty.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-111384660,2026-04-09 23:03:25 UTC
111341752,Vacant Land / Plot for Sale in Elementaita,KSh 400 000,"Elementaita Nakuru County, Elementaita, Nakuru","Elementaita Nakuru County, Elementaita",0.12 acres,Vacant Land / Plot,08 June 2022,"Serviced (Value Added) Affordable and strategically located plots of 50 by 100 plots ideal for residential and commercial purposes in Nakuru just 35 Minutes drive from Nakuru Town along Mutaita- Pipeline road few meters from Mutaita Centre. Its ideal for residential and commercial as the infrastructure is being put in place at a very promising rate, making it ideal for future growth. *They are well-planned plots with: 1. Well Graded Roads. 2. Perimeter Fence 3. Access Gate 4. Well Beaconed 5. A large Common area. *The price is all-inclusive i.e. legal fees, stamp duty and title transfer fees with no hidden charges. * Free Site Visits every Wednesday and Saturday EXTREMELY FEW PLOTS ARE REMAINING",https://www.property24.co.ke/vacant-land-plot-for-sale-in-elementaita-111341752,2026-04-09 23:03:28 UTC
111440629,Vacant Land / Plot for Sale in Elementaita,KSh 400 000,"Elementaita Nakuru County, Elementaita, Nakuru","Elementaita Nakuru County, Elementaita",0.12 m²,Vacant Land / Plot,06 July 2022,"The plots 50 by 100 plots are ideal for residential and commercial purposes in Nakuru just 35 Minutes drive from Nakuru Town along Mutaita- Pipeline road few meters from Mutaita Centre. hey are well-planned plots with: 1. Well Graded Roads. 2. Perimeter Fence 3. Access Gate 4. Well Beaconed 5. A large Common area. *The price is all-inclusive i.e. legal fees, stamp duty and title transfer fees with no hidden charges. * Free Site Visits every Wednesday and Saturday EXTREMELY FEW PLOTS ARE REMAINING",https://www.property24.co.ke/vacant-land-plot-for-sale-in-elementaita-111440629,2026-04-09 23:03:38 UTC
114966413,Vacant Land / Plot for Sale in Ongata Rongai,KSh 10 000 000,"Jq26+qhv Sironik Road, Ongata Rongai, Kajiado","JQ26+QHV Sironik Road, Ongata Rongai",0.12 m²,Vacant Land / Plot,20 September 2024,"This 1/8 acre plot is ideally located in Ongata Rongai near Maiyan Mall and about 150m from Magadi Road. This particular plot would be best utilized by developing an apartment block similar to those built in the neighborhood . The plot is located in a part of town well served by hospitals, shopping malls (e,g. Maiyan Mall), and schools.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-ongata-rongai-114966413,2026-04-09 23:03:41 UTC
111066727,Vacant Land / Plot for Sale in Elementaita,KSh 400 000,"Elementaita Nakuru County, Elementaita, Nakuru","Elementaita Nakuru County, Elementaita",0.12 acres,Vacant Land / Plot,17 March 2022,"Serviced (Value Added) Affordable and strategically located plots of 50 by 100 plots ideal for residential and commercial purposes in Nakuru just 35 Minutes drive from Nakuru Town along Mutaita- Pipeline road few meters from Mutaita Centre. Its ideal for residential and commercial as the infrastructure is being put in place at a very promising rate, making it ideal for future growth. *They are well-planned plots with: 1. Well Graded Roads. 2. Perimeter Fence 3. Access Gate 4. Well Beaconed 5. A large Common area. *The price is all-inclusive i.e. legal fees, stamp duty and title transfer fees with no hidden charges. * Free Site Visits every Wednesday and Saturday EXTREMELY FEW PLOTS ARE REMAINING",https://www.property24.co.ke/vacant-land-plot-for-sale-in-elementaita-111066727,2026-04-09 23:03:41 UTC
116910336,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-116910336,2026-04-09 23:03:54 UTC
116620273,Vacant Land / Plot for Sale in Runda,KSh 280 000 000,"Off Kiambu Road, Runda, Nairobi","Off Kiambu road, Runda",2.5 acres,Vacant Land / Plot,05 November 2025,"Location: Runda, Nairobi Price: Ksh 280 Million (sold as a block) A prime 2.5-acre parcel located in the exclusive Runda area, just off Kiambu Road. The land features flat, well-drained red soil and mature indigenous trees, offering a peaceful and naturally beautiful setting ideal for high-end development. Property Features • 2.5 acres of flat red soil with excellent drainage • Mature indigenous trees providing shade and character • Ideal for townhouses, gated estate, or private residence • Strategically located off Kiambu Road for easy access • Close to Runda Mall, UN Offices, major embassies, and top international schools • Secure and serene neighborhood with modern infrastructure A rare opportunity to own a prime parcel in one of Nairobi’s most prestigious and high-value neighborhoods. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-116620273,2026-04-09 23:04:08 UTC
116619929,Vacant Land / Plot for Sale in Thika,KSh 25 000 000,"Near Castle Breweries, Thika, Thika","Near Castle Breweries, Thika",5 acres,Vacant Land / Plot,05 November 2025,"Prime 5-acre parcel located near Castle Breweries and Weitethie, directly fronting the Thika Superhighway. Ideal for a range of developments including commercial, industrial, or residential projects. Property Details • Size: 5 acres • Location: Thika, near Castle Breweries and Weitethie • Frontage: Thika Superhighway • Soil: Mix of red soil and murram • Utilities: Sewer line on site, electricity and water available • Accessibility: Excellent exposure and easy access from both directions Asking Price: Ksh 25 Million per acre",https://www.property24.co.ke/vacant-land-plot-for-sale-in-thika-116619929,2026-04-09 23:04:11 UTC
116798033,Vacant Land / Plot for Sale in Utawala,KSh 7 000 000,"Nairobi, Utawala",,,Vacant Land / Plot,13 January 2026,Commercial land on sale utawala airways near lakewood school 100*100 Ready title deed Price:7m,https://www.property24.co.ke/vacant-land-plot-for-sale-in-utawala-116798033,2026-04-09 23:04:14 UTC
116676051,Vacant Land / Plot for Sale in Diani,KSh 2 100 000,"Mombasa, Diani",,5 000 m²,Vacant Land / Plot,20 November 2025,"Property type: Land For Sale Plot size: 1/8th Acre Plot County: Kwale County Offer type: For Sale Ready Titles: Yes Deposit: 300,000/= Street: Diani Beach Road Payment Plan: Flexible FEATURES 900m From Diani Beach Beautiful Coastal Vegetation Controlled Development Electricity Near Site Gated community Graded Access Roads Perimeter Wall with a Gate Perimiter fence with Security gates ready Ready Land for Development Water Available In The Area Well Beaconed Plots DETAILS Tulivu Gardens 7, Diani, An idea whose time has come. Selling Price (Cash Price) Ksh.1,900,000/= Pay in Installments Ksh.2,100,000/= Deposit Ksh.300,000/= Balance payable within 12 months.Call/Whatsapp 0710711077",https://www.property24.co.ke/vacant-land-plot-for-sale-in-diani-116676051,2026-04-09 23:04:23 UTC
116979264,Vacant Land / Plot for Sale in Runda,KSh 55 000 000,"Nairobi, Runda",,0.5 acres,Vacant Land / Plot,02 March 2026,"Located in the prestigious and secure Runda Estate, this 0.5-acre parcel presents an exceptional opportunity to build your dream family home. Situated next to the Malaysian Embassy, the plot is in a non-flood zone, offering a well-drained, flat terrain perfect for residential development. Key Features: • Ideal for a Family Hom – Spacious and well-positioned for luxury living. • Secure & Serene Neighborhood – Surrounded by high-end residences and diplomatic missions. • Non-Flood Zone – Ensuring stability and long-term investment value. • Fully Serviced Land – Ready for development with access to water, electricity, and well-maintained roads. • Prime Location – Close to major amenities, including shopping malls, international schools, and social facilities. This is a rare opportunity to own a high-value property in one of Nairobi’s most sought-after addresses. Asking Price: KES 55 Million Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-116979264,2026-04-09 23:04:32 UTC
116976474,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-thindigua-116976474,2026-04-09 23:04:32 UTC
117044086,Vacant Land / Plot for Sale in Karen,KSh 3 960 000 000,"Nairobi, Karen",,66 acres,Vacant Land / Plot,19 March 2026,"This exceptional 60-acre parcel of land in the prestigious Karen area of Nairobi with proximity to Waterfront offers a rare opportunity for discerning investors. Priced at 66 million shillings per acre, the total asking price amounts to an attractive 3.96 billion shillings. The property features verdant landscapes and tranquil surroundings, making it perfect for exclusive residential development, a luxury resort, or even a private estate. Its expansive size provides ample room for various amenities and landscaping, ensuring a picturesque environment. Located in one of Nairobi's most affluent and sought-after neighborhoods, this land promises both a prime location and significant investment potential.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-117044086,2026-04-09 23:04:37 UTC
114007854,Vacant Land / Plot for Sale in Lanet,KSh 85 500 000,"P6q3+cxh Dondori, Lanet, Nakuru","P6Q3+CXH Dondori, Lanet",18.9 acres,Vacant Land / Plot,16 February 2024,"For sale in nakuru-ndunduri 18.9 acres Near DundUri Forest * A prime property Measuring 18.9 acres with a Frontage onto Lanet- Ndunduri-Ol Kalao tarmaced Road in Nakuru-Dundori area near Dundori forest. * Located 18 km from Nakuru town and only 9Km from Lanet military barracks . * Excellent potential for, Commercial farming or development residential or institutional development. * Electricity and piped water available * From the farm is the most beautiful view of Lake Nakuru and the Menengai crater. * The property is all fenced and the internal road has marram and graded * Asking price KSH 85. 5 Million Call/Whatsapp 0722892232",https://www.property24.co.ke/vacant-land-plot-for-sale-in-lanet-114007854,2026-04-09 23:04:40 UTC
117098420,Vacant Land / Plot for Sale in Nyeri,KSh 4 800 000,"Nyeri, Nyeri",,,Vacant Land / Plot,07 April 2026,Vacant agricultural / residential property measuring 0.32123 acres situated 300 metres of Nyeri - Karatina Road within Wambugu Farm Estate - Nyeri County,https://www.property24.co.ke/vacant-land-plot-for-sale-in-nyeri-117098420,2026-04-09 23:04:46 UTC
117044743,Vacant Land / Plot for Sale in Karen,KSh 66 000 000,"Nairobi, Karen",,66 acres,Vacant Land / Plot,19 March 2026,"This exceptional 60-acre parcel of land in the prestigious Karen area of Nairobi with proximity to Waterfront offers a rare opportunity for discerning investors. Priced at 66 million shillings per acre, the total asking price amounts to an attractive 3.96 billion shillings. The property features verdant landscapes and tranquil surroundings, making it perfect for exclusive residential development, a luxury resort, or even a private estate. Its expansive size provides ample room for various amenities and landscaping, ensuring a picturesque environment. Located in one of Nairobi's most affluent and sought-after neighborhoods, this land promises both a prime location and significant investment potential.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-117044743,2026-04-09 23:04:52 UTC
114615668,Vacant Land / Plot for Sale in Kilifi,KSh 130 000 000,"Cwm3+g8 Kilifi, Kilifi, Kilifi","CWM3+G8 Kilifi, Kilifi",1 ha,Vacant Land / Plot,04 July 2024,Beach plot on sale Kilifi bofa / gala primary school It's one acrea gated community With whole fence With clean documents title deed Price is 13M@ Only 1 acreas remaining,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kilifi-114615668,2026-04-09 23:04:56 UTC
113454286,Vacant Land / Plot for Sale in Lanet,KSh 1 499 000,"Lanet Nakuru, Lanet, Nakuru","Lanet Nakuru, Lanet",0.12 acres,Vacant Land / Plot,13 October 2023,"- Plots ready to build a home in Nakuru which is 20 minutes’ drive from Nakuru City off the Nakuru – Nairobi Highway Near Anester Group of Schools. -The project is right along the tarmac road creating ease of access at all times. - Very close to Anestar Group of Schools , Moi Forces Academy & the ongoig Nakuru City International Airport. -The size is 50 by 100 and comes with: > Borehole water, >Perimeter Fence. >Graded access roads. >Elegant Estate Gate . >Tress in the site. -Price covers Title Deed, Stamp duty Transfer Charges and Legal fees.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-lanet-113454286,2026-04-09 23:05:01 UTC
109216305,Vacant Land / Plot for Sale in Utange,KSh 3 500 000,"Old Malindi Rd Utange, Utange, Mombasa","Old Malindi Rd Utange, Utange",0.05 ha,Vacant Land / Plot,10 October 2020,These are newly subdivided prime plots located in a developed neighbourhood in the leafy utange suburbs. They are 8 plots of which 30 % of the Subdivision has been sold. Enjoy the following after its investment ~flexible payment plan mode ~adjacent utange medical hospital ~murramed access road ~electricity and water supply available by roadside ~deedplans to title deed process is underway ~second row from old msa malindi road ~close to majaoni shanzu township ~ideal for commercial and residential structures ~Hurry after due deligence you grab this fabulous offer ~water and electricity supply available at the vicinity,https://www.property24.co.ke/vacant-land-plot-for-sale-in-utange-109216305,2026-04-09 23:05:15 UTC
111296227,Vacant Land / Plot for Sale in Ngong,KSh 19 000 000,"Lemiso Road, Ngong, Ngong","LEMISO ROAD, Ngong",1 acres,Vacant Land / Plot,26 May 2022,"This prime land is located in Kibiko along Lemiso road.It touches tarmac. It is suitable for both Commercial and Residential use. Also ideal for development of gated community houses or young families who wants to settle down and build their dream houses. Availability of Water,Electricity and Security already in neighbourhood. View of Ngong Hills and the soil is red.Social amenities such as Schools,Churches,Markets and Hospitals available.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-111296227,2026-04-09 23:05:35 UTC
110354293,Vacant Land / Plot for Sale in Migori,KSh 800 000,"Migori Migori County, Migori, Migori","Migori Migori County, Migori",0.5 acres,Vacant Land / Plot,25 August 2021,"Prime vacant land for sale. Located in Migori county along Migori-Isebania road. Located just on the highway of Migori- Isebania. With ready title deed. The land is 3 acres. Water and electricity is in place -The land has been subdivided into 6 plots each measuring 50 by 100. -Each plot measuring 50 by 100 selling at 600,000 -Title deed is available",https://www.property24.co.ke/vacant-land-plot-for-sale-in-migori-110354293,2026-04-09 23:05:39 UTC
115709633,Vacant Land / Plot for Sale in Malindi,KSh 3 300 000,"Q2g2+g2 Malindi, Malindi, Malindi","Q2G2+G2 Malindi, Malindi",2 acres,Vacant Land / Plot,12 March 2025,"Prime 2-Acre Lots for Sale in Kakuyuni: Fertile Soil, Clear Titles, and Great Potential Discover two prime 2-acre lots situated approximately 50 meters off the Kakuyuni-Gede road, just 2km from Kakuyuni town towards Gede. These lots, located on the Kakuyuni-Arabuko Forest road, offer easy access via an all-weather murram road. They share boundaries with other fenced units, clearly marked with concrete beacons, and come with clean freehold title deeds. Each lot is priced at Kes.3.3M, or Kes.6.2M for both units when purchased together. The soil is grey and fertile, well-drained, and ideal for growing cassava, mango, maize, and other plants. The property is approximately 15km from both Malindi and Watamu towns, with the Kakuyuni-Gede road being tarmacked up to 4km from the property towards Watamu. The lots have access to piped water and power, though not yet connected. Prime 2-Acre Lots for Sale in Kakuyuni Nestled in a prime location, these two 2-acre lots are positioned about 50 meters off the Kakuyuni-Gede road, approximately 2km from Kakuyuni town towards Gede. The lots are easily accessible via an all-weather murram road, ensuring year-round access regardless of weather conditions. They are situated on the Kakuyuni-Arabuko Forest road, offering a serene and picturesque setting. These lots share boundaries with other units that have been securely fenced in, providing a sense of community and security. The boundaries are clearly marked with concrete beacons, ensuring there is no ambiguity regarding property lines. Each lot comes with a clean freehold title deed, offering peace of mind and assurance to potential buyers. Pricing Priced at Kes.3.3M each, or Kes.6.2M for both units when purchased together, these lots represent an excellent investment opportunity. The soil is grey and fertile, well-drained, and known for its suitability for a variety of crops, including cassava, mango, maize, and other plants. This makes the lots ideal for agricultural purposes or for th",https://www.property24.co.ke/vacant-land-plot-for-sale-in-malindi-115709633,2026-04-09 23:05:48 UTC
116467466,Vacant Land / Plot for Sale in Athi River,KSh 1 600 000,"Athi River Machakos County, Athi River, Athi River","Athi River Machakos County, Athi River",,Vacant Land / Plot,23 September 2025,"-Prime 50 by 100 Plots (residential land) strategically located in Kinanie, just 7 km from Mombasa road at Devki Steel along Mutongoni Road. -The property touches Mutongoni road which is currently being tarmaced from Mombasa road towards Joska. Its is in a Developed neighborhood just 1km from Kinanie shopping Centre and within Proximity to the upcoming Athi Holiday Resort & Leather City. --It has water, electricity, ready Title deed, access is tarmac road, Internet connection and sewer line. -The land is 15 Minutes drive from the Syokimau railways Station and 25 minutes drive from JKIA. - Installment plan is also available and the price Price is inclusive of Title processing Fees with no hidden fees.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-athi-river-116467466,2026-04-09 23:05:48 UTC
116630558,Vacant Land / Plot for Sale in Ruaka,KSh 15 000 000,"Nairobi, Ruaka",,0.74 acres,Vacant Land / Plot,08 November 2025,A 0.741 Acre red soils parcel located off Redhill Road in Nairobi County ideal for low/medium density residential developments. The parcel is irregularly shaped and slopes towards Karura River. The parcel enjoys easy accessibility provided by Redhill Road which leads to the property. The area has good demand for vacant parcels due to its accessibility to good infrastructure and social amenities. Key Features • Easy road accessibility provided by Redhill Road and Westlands Redhill Road Link; • Water and electricity services are available for connection; • A gentle slope terrain with red soils;,https://www.property24.co.ke/vacant-land-plot-for-sale-in-ruaka-116630558,2026-04-09 23:05:50 UTC
116620285,Vacant Land / Plot for Sale in Runda,KSh 135 000 000,"Runda Water, Runda, Nairobi","Runda water, Runda",1.2 acres,Vacant Land / Plot,05 November 2025,"Location: Old Runda, near Runda Water Price: Ksh 135 Million A prime 1.2-acre plot located in the prestigious Old Runda area, offering an excellent opportunity for residential or diplomatic development. The property is well-positioned in a serene, secure neighborhood with easy access to key amenities. Property Features • 1.2 acres of fertile red soil • Ready title deed • Water and electricity available on-site • Ideal for a private residence, embassy, or high-end development • Located in one of Runda’s most sought-after and secure zones A rare investment opportunity in the heart of Old Runda — blending exclusivity, convenience, and long-term value.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-116620285,2026-04-09 23:05:52 UTC
109382852,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-utange-109382852,2026-04-09 23:05:56 UTC
115380305,Vacant Land / Plot for Sale in Nyandarua,KSh 18 900 000,"Murungaru Nyandarua County, Nyandarua, Nyandarua","Murungaru Nyandarua County, Nyandarua",14 acres,Vacant Land / Plot,05 January 2025,"QUICK SALE IN MURUNGARU NORTH KINANGOP 14 Acres land fronting Murungaru-Turasha road and just 1.8KM from Murungaru Township. The land is ""L"" shaped with a width over 1 acre. The land fronts 2 roads The land is well drained and ideal for farming. Planted with Cyprus trees and a few Bluegums. Selling the entire lot as it is KSH 18.9M or nearest offer. call/Whatsapp 0722 892232",https://www.property24.co.ke/vacant-land-plot-for-sale-in-nyandarua-115380305,2026-04-09 23:06:05 UTC
116012257,Vacant Land / Plot for Sale in Makuyu,KSh 1 200 000,"458h+2m Makuyu, Makuyu, Makuyu","458H+2M Makuyu, Makuyu",20 acres,Vacant Land / Plot,24 May 2025,its a virgin land un utilized for long Touching Thaara river. Ready title deed. ha s a gradient.,https://www.property24.co.ke/vacant-land-plot-for-sale-in-makuyu-116012257,2026-04-09 23:06:10 UTC
115643550,Vacant Land / Plot for Sale in Kitengela,KSh 1 800 000,"Kajiado Kajiado County, Kitengela, Kajiado","Kajiado Kajiado County, Kitengela",0.12 acres,Vacant Land / Plot,26 February 2025,"-The Project is in a well-developed urban area and is only 10-minutes’ drive from the Kitengela town center. --Graded access roads, perimeter fence, water & electricity on site. -The Title deeds are ready and comes with a payment plan of upto 12 Months. - Price includes the Title Deed, Legal Fees and Transfer Charges. - Free Site visit is every Wednesday and Saturday.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitengela-115643550,2026-04-09 23:06:32 UTC
114582549,Vacant Land / Plot for Sale in Kajiado,KSh 750 000,"Ngong Kajiado County, Kajiado, Kajiado","Ngong Kajiado County, Kajiado",0.12 acres,Vacant Land / Plot,26 June 2024,"-Located only 15 Minutes drive from Ngong town along the Ngong-Kibiko-Suswa tarmac road. The project is 38km from Nairobi CBD via Ngong road. -Graded access roads, perimeter fence, water & electricity in the neighborhood. -The Title deeds are ready and comes with a payment plan of upto 12 Months. - Price includes the Title Deed, Legal Fees and Transfer Charges. - Free Site visit is every Wednesday and Saturday.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kajiado-114582549,2026-04-09 23:06:36 UTC
